name,state_name,city,state,zip_code,phone
ADVENTIST CHRISTIAN SCHOOL,MINNESOTA,DETROIT LAKES,MN ,56501,2188469764
ADVENTIST CHRISTIAN SCHOOL,NORTH CAROLINA,FAYETTEVILLE,NC ,28306,9104846091
ADVENTIST CHRISTIAN SCHOOL,CALIFORNIA,RIDGECREST,CA ,93555,7603758673
ADVENTIST JUNIOR ACADEMY,WISCONSIN,GREEN BAY,WI ,54303,9204942741
ADVENTIST MALAMA ELEMENTARY SCHOOL,HAWAII,WAIANAE,HI ,96792,8086963988
ADVENTIST UNION SCHOOL,CALIFORNIA,BELLFLOWER,CA ,90706,5628670718
ADVENTURE CENTER,MICHIGAN,YPSILANTI,MI ,48197,7344340505
ADVENTURE CHRISTIAN ACADEMY,FLORIDA,TAVARES,FL ,32778,3527424543
ADVENTURE CHRISTIAN SCHOOL,CALIFORNIA,ROSEVILLE,CA ,95678,9167812986
ADVENTURE DAYS PRESCHOOL,CALIFORNIA,SAN DIEGO,CA ,92124,8585605686
ADVENTURE MONTESSORI ACADEMY,CALIFORNIA,UNION CITY,CA ,94587,5104894191
ADVENTURE MONTESSORI LEARNING INC,COLORADO,THORNTON,CO ,80241,3032558151
ADVENTURE PLANET MONTESSORI LEARNING CENTER,CALIFORNIA,WOODLAND HILLS,CA ,91367,8188871045
ADVENTURE PRESCHOOL & WINDWOOD CHRISTIAN ACADEMY,TEXAS,HOUSTON,TX ,77070,2813784080
ADVENTURES IN LEARNING,NEW HAMPSHIRE,LONDONDERRY,NH ,03053,6034324044
ADVENTURES IN LEARNING,CALIFORNIA,GRANADA HILLS,CA ,91344,8183604866
ADVOSERV,DELAWARE,BEAR,DE ,19701,3028347018
AFRICA-CARE ACADEMY,TEXAS,DALLAS,TX ,75208,2149411511
AFRICAN CHILDREN ADVANCED LEARNING CENTER,CALIFORNIA,OAKLAND,CA ,94608,5109230164
AFTON CHRISTIAN SCHOOL,VIRGINIA,AFTON,VA ,22920,5404566853
AG MONTESSORI SCHOOL,PENNSYLVANIA,UNIONTOWN,PA ,15401,7244396116
AGAPE ACADEMY,NEW MEXICO,SILVER CITY,NM ,88061,5755383467
AGAPE BOARDING SCHOOL,MISSOURI,STOCKTON,MO ,65785,4172767215
AGAPE CHRISTIAN ACADEMY,OKLAHOMA,TAHLEQUAH,OK ,74464,9184561393
AGAPE CHRISTIAN ACADEMY,FLORIDA,MOORE HAVEN,FL ,33471,8639461894
AGAPE CHRISTIAN ACADEMY,NORTH CAROLINA,ASHEBORO,NC ,27205,3366600455
AGAPE CHRISTIAN ACADEMY,SOUTH CAROLINA,LOBECO,SC ,29931,8438464835
AGAPE CHRISTIAN ACADEMY,FLORIDA,ORLANDO,FL ,32818,4072981111
AGAPE CHRISTIAN ACADEMY & THE ARTS,GEORGIA,BRUNSWICK,GA ,31520,9125774693
AGAPE CHRISTIAN HIGH SCHOOL,ILLINOIS,ENERGY,IL ,62933,6189424300
AGAPE CHRISTIAN SCHOOL,TEXAS,WICHITA FALLS,TX ,76306,9408516727
AGAPE CHRISTIAN SCHOOL,TEXAS,MISSION,TX ,78574,9565859773
AGAPE CHRISTIAN SCHOOL,IDAHO,TWIN FALLS,ID ,83301,2087343693
AGAPE CORNER SCHOOL,NORTH CAROLINA,DURHAM,NC ,27704,9196820546
AGAPE GARDEN MONTESSORI SCHOOL,INDIANA,KOKOMO,IN ,46901,7658687250
AGAPE JR ACADEMY,GEORGIA,LAWRENCEVILLE,GA ,30045,6783780883
AGAPE LEARNING CENTER,INDIANA,NEW CASTLE,IN ,47362,7655298774
AGAPE MONTESSORI SCHOOL,CALIFORNIA,EL MONTE,CA ,91731,6264507686
AGAPE SCHOOL FOR GIRLS,WISCONSIN,WALWORTH,WI ,53184,2623945043
AGAPE SCHOOL OF CHRISTIAN EDUCATION,CALIFORNIA,SANTA MARIA,CA ,93458,8056149292
AGAPE' ACADEMY & CHILD DEVELOPMENT CENTER,MISSOURI,SAINT LOUIS,MO ,63130,3147255262
AGAPELAND CHILD CARE CENTER,NEW JERSEY,SAYREVILLE,NJ ,08872,7327277999
AGAPELAND CHILDREN'S GARDEN,PENNSYLVANIA,BEAVER,PA ,15009,7244626566
AGAPELAND CHRISTIAN ACADEMY,CALIFORNIA,BAKERSFIELD,CA ,93304,6613254321
AGASSIZ EDUCATION,MINNESOTA,SAINT VINCENT,MN ,56755,2188236822
AGATHOS SCHOOL OF COLUMBIA,TENNESSEE,COLUMBIA,TN ,38401,9313880556
AGBU MANOOGIAN-DEMIRDJIAN SCHOOL,CALIFORNIA,CANOGA PARK,CA ,91306,8188832428
AGES & STAGES,NEW HAMPSHIRE,HAMPSTEAD,NH ,03841,6033296122
AGGIELAND COUNTRY SCHOOL,TEXAS,COLLEGE STATION,TX ,77845,9796961674
AGH CENTER FOR CHILDREN,PENNSYLVANIA,PITTSBURGH,PA ,15212,4122310250
AGIA SOPHIA ACADEMY,OREGON,BEAVERTON,OR ,97006,5036414600
AGNES IRWIN SCHOOL,PENNSYLVANIA,BRYN MAWR,PA ,19010,6105258400
AGNES MEMORIAL CHRISTIAN ACADEMY,CALIFORNIA,OAKLAND,CA ,94601,5105331101
AGNON SCHOOL,OHIO,BEACHWOOD,OH ,44122,2164644055
AHABA VE AHAVA,NEW YORK,BROOKLYN,NY ,11223,7183763140
AHB COMMUNITY SCHOOL,TEXAS,AUSTIN,TX ,78751,5122995487
AHOSKIE CHRISTIAN SCHOOL,NORTH CAROLINA,AHOSKIE,NC ,27910,2523322764
AHRC MIDDLE/HIGH SCHOOL,NEW YORK,BROOKLYN,NY ,11219,7182594265
AHRENS CHILD CARE CENTER,CALIFORNIA,REDLANDS,CA ,92374,9097938601
AHSERY,OHIO,FREDERICKSBURG,OH ,44627,
AHWATUKEE FOOTHILLS MONTESSORI,ARIZONA,PHOENIX,AZ ,85048,4807593810
AIDAN MONTESSORI SCHOOL,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20008,2023872700
AIKEN CHRISTIAN SCHOOL,SOUTH CAROLINA,AIKEN,SC ,29803,8036420286
AIKEN PREPARATORY SCHOOL,SOUTH CAROLINA,AIKEN,SC ,29801,8036483223
AIU HIGH SCHOOL,FLORIDA,NORTH MIAMI BEACH,FL ,33162,3059408855
AKA'ULA SCHOOL,HAWAII,KAUNAKAKAI,HI ,96748,8085676981
AKERS ACADEMY,GEORGIA,ALPHARETTA,GA ,30005,7708890788
AKIBA ACADEMY OF DALLAS,TEXAS,DALLAS,TX ,75251,2142953400
AKIBA-SCHECHTER JEWISH DAY SCHOOL,ILLINOIS,CHICAGO,IL ,60615,7734938880
AKIVA ACADEMY,OHIO,YOUNGSTOWN,OH ,44504,3307470452
AKIVA SCHOOL,TENNESSEE,NASHVILLE,TN ,37205,6153561880
AKRON MONTESSORI SCHOOL,OHIO,FAIRLAWN,OH ,44333,3306664299
AKTIV LEARNING ACADEMY,FLORIDA,MIAMI,FL ,33177,7862937000
AL AQSA ISLAMIC ACADEMY,PENNSYLVANIA,PHILADELPHIA,PA ,19122,2157656660
AL FATIH ACADEMY,VIRGINIA,STERLING,VA ,20166,7034379382
AL GHAZALY SCHOOL,NEW JERSEY,JERSEY CITY,NJ ,07304,2014335002
AL HUDA ACADEMY,ILLINOIS,SCHAUMBURG,IL ,60193,6302703130
AL HUDA ISLAMIC SCHOOL,ARIZONA,TUCSON,AZ ,85718,5206248182
AL IHSAN SCHOOL,OHIO,CLEVELAND,OH ,44135,2166765006
AL IKHLAS TRAINING ACADEMY,MICHIGAN,DETROIT,MI ,48212,3133690880
AL MADINAH SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90018,3232965961
AL MADRASA AL ISLAMIYA,NEW YORK,BROOKLYN,NY ,11220,7185673334
AL MOSHEH SHULE OF POSITIVE ED,PENNSYLVANIA,PHILADELPHIA,PA ,19121,2157656462
AL NUR SCHOOL,TEXAS,HOUSTON,TX ,77083,8888856688
AL YAQEEN ACADEMY,CONNECTICUT,WATERBURY,CT ,06722,2035918504
AL-AMAL SCHOOL,MINNESOTA,FRIDLEY,MN ,55432,7635718886
AL-ARQAM ISLAMIC SCHOOL,CALIFORNIA,SACRAMENTO,CA ,95823,9163913333
AL-FURQAN ACADEMY,FLORIDA,JACKSONVILLE,FL ,32246,9046450810
AL-HAMRA ACADEMY,MASSACHUSETTS,SHREWSBURY,MA ,01545,5088457000
AL-HEDAYAH ACADEMY,TEXAS,FORT WORTH,TX ,76120,8172656667
AL-HIKMAH ELEMENTARY SCHOOL,NEW JERSEY,PROSPECT PARK,NJ ,07508,9737904700
AL-HUDA ISLAMIC SCHOOL,CALIFORNIA,HAWTHORNE,CA ,90250,3109730500
AL-HUDA SCHOOL,NEW JERSEY,PATERSON,NJ ,07505,9737427474
AL-HUDA SCHOOL,MARYLAND,COLLEGE PARK,MD ,20740,3019822402
AL-IHSAN ACADEMY,NEW YORK,SOUTH OZONE PARK,NY ,11420,7183223154
AL-IHSAN ACADEMY,MICHIGAN,DETROIT,MI ,48228,3135846448
AL-IMAN ACADEMY OF MOBILE,ALABAMA,MOBILE,AL ,36608,2516056745
AL-IMAN SCHOOL,NEW YORK,JAMAICA,NY ,11435,7182976520
AL-IMAN SCHOOL,NORTH CAROLINA,RALEIGH,NC ,27607,9198211699
AL-MADINAH SCHOOL,NEW YORK,BROOKLYN,NY ,11215,7182224986
AL-MAMOOR SCHOOL,NEW YORK,JAMAICA,NY ,11432,7187390902
AL-MUSLIMAAT ACADEMY,NEW JERSEY,NEWARK,NJ ,07106,9733759262
AL-NOOR ACADEMY,MASSACHUSETTS,MANSFIELD,MA ,02048,5082617077
AL-NOOR SCHOOL,NEW YORK,BROOKLYN,NY ,11232,7187687181
AL-QALAM SCHOOL OF VIRGINIA,VIRGINIA,SPRINGFIELD,VA ,22150,7039246000
AL-RAHMAH SCHOOL,MARYLAND,BALTIMORE,MD ,21244,4107190921
AL-RIDAH ACADEMY,CALIFORNIA,MISSION VIEJO,CA ,92691,9499510442
AL-SALAM DAY SCHOOL,MISSOURI,BALLWIN,MO ,63011,6363948986
ALABAMA CHRISTIAN ACADEMY,ALABAMA,MONTGOMERY,AL ,36109,3342771985
ALABAMA CLINICAL SCHOOLS,ALABAMA,BIRMINGHAM,AL ,35210,2058369923
ALABAMA WALDORF SCHOOL,ALABAMA,BIRMINGHAM,AL ,35222,2055920541
ALAMANCE CHRISTIAN SCHOOL,NORTH CAROLINA,GRAHAM,NC ,27253,3365780318
ALAMEDA CHRISTIAN SCHOOL,CALIFORNIA,ALAMEDA,CA ,94501,5105231000
ALAN E ZIMMER CHABAD PRESCHOOL,NEW JERSEY,BASKING RIDGE,NJ ,07920,9086048844
ALAZHAR SCHOOL,FLORIDA,TAMARAC,FL ,33321,9547221555
ALBANY ACADEMIES,NEW YORK,ALBANY,NY ,12208,5184292300
ALBANY CHRISTIAN SCHOOL,OREGON,ALBANY,OR ,97321,5419281110
ALBANY HILLS SCHOOL,WISCONSIN,DURAND,WI ,54736,7156725976
ALBANY JCC,NEW YORK,ALBANY,NY ,12208,5186890039
ALBANY'S JACK & JILL NURSERY & KINDERGARTEN,GEORGIA,ALBANY,GA ,31701,2298832136
ALBEMARLE SCHOOL,NORTH CAROLINA,ELIZABETH CITY,NC ,27909,2523380883
ALBERT EINSTEIN ACADEMY,DELAWARE,WILMINGTON,DE ,19803,3024785026
ALBERTUS MAGNUS HIGH SCHOOL,NEW YORK,BARDONIA,NY ,10954,8456238842
ALBINA YOUTH OPPORTUNITY SCHOOL,OREGON,PORTLAND,OR ,97227,5032885813
ALBRIGHT LEARNING CENTER,PENNSYLVANIA,READING,PA ,19605,6109219324
ALBUQUERQUE ACADEMY,NEW MEXICO,ALBUQUERQUE,NM ,87109,5058283207
ALBUQUERQUE CHRISTIAN SCHOOL,NEW MEXICO,ALBUQUERQUE,NM ,87109,5058720777
ALCOTT SCHOOL,NEW YORK,DOBBS FERRY,NY ,10522,9146934443
ALCOTT SCHOOL,NEW YORK,SCARSDALE,NY ,10583,9144724404
ALCUIN MONTESSORI SCHOOL,ILLINOIS,OAK PARK,IL ,60302,7083661882
ALCUIN SCHOOL,WASHINGTON,SEATTLE,WA ,98119,2062860771
ALCY SDA JR ACADEMY,TENNESSEE,MEMPHIS,TN ,38106,9017753960
ALDAR ACADEMY,CALIFORNIA,SACRAMENTO,CA ,95821,9164859685
ALDEA MONTESSORI,ARIZONA,PHOENIX,AZ ,85032,6024850276
ALDEA SCHOOL,CALIFORNIA,NAPA,CA ,94559,7072245510
ALDERBROOK SCHOOL,MICHIGAN,ROYAL OAK,MI ,48067,2485415700
ALDERSGATE ACADEMY,FLORIDA,ENTERPRISE,FL ,32725,3866684774
ALDERSGATE CHILD DEVELOPMENT CENTER,SOUTH CAROLINA,GREENVILLE,SC ,29615,8642685028
ALDERSGATE CHRISTIAN ACADEMY,OHIO,CINCINNATI,OH ,45202,5137636655
ALEDO CHRISTIAN SCHOOL,TEXAS,ALEDO,TX ,76008,8174417357
ALEF BET MONTESSORI SCHOOL,MARYLAND,NORTH BETHESDA,MD ,20852,3018819010
ALEGRIA MONTESSORI SCHOOL,FLORIDA,ST PETERSBURG,FL ,33712,7278661901
ALEPH-BET JEWISH DAY SCHOOL,MARYLAND,ANNAPOLIS,MD ,21403,4102639044
ALETHEIA CHRISTIAN ACADEMY,FLORIDA,PENSACOLA,FL ,32504,8509690088
ALETHEIA CHRISTIAN SCHOOL & DAYCARE CENTER,DELAWARE,NEWARK,DE ,19713,3027377048
ALETHEIA SCHOOL,ILLINOIS,WEST PEORIA,IL ,61604,3096359809
ALEXANDER DAWSON SCHOOL,NEVADA,LAS VEGAS,NV ,89135,7029493600
ALEXANDER GRAHAM BELL MONTESSORI SCHOOL,ILLINOIS,WHEELING,IL ,60090,8478505490
ALEXANDER MONTESSORI SCHOOL,FLORIDA,MIAMI,FL ,33143,3056656274
ALEXANDER ROBERTSON SCHOOL,NEW YORK,NEW YORK,NY ,10025,2126636441
ALEXANDER-SMITH ACADEMY,TEXAS,HOUSTON,TX ,77042,7132660920
ALEXANDRIA COUNTRY DAY SCHOOL,VIRGINIA,ALEXANDRIA,VA ,22301,7038371309
ALEXANDRIA COUNTRY DAY SCHOOL,LOUISIANA,ALEXANDRIA,LA ,71303,3184481475
ALEXANDRIA FRIENDS SCHOOL,VIRGINIA,ALEXANDRIA,VA ,22304,7034617222
ALEXANDRIA MONTESSORI,OHIO,KETTERING,OH ,45420,9372961995
ALGER LEARNING CENTER & INDEPENDENCE HIGH SCHOOL,WASHINGTON,SEDRO WOOLLEY,WA ,98284,3605952630
ALGOMA CHRISTIAN SCHOOL,MICHIGAN,KENT CITY,MI ,49330,6166787480
ALHADI SCHOOL,CALIFORNIA,BELL,CA ,90201,3237719135
ALHUDA ACADEMY,MASSACHUSETTS,SHREWSBURY,MA ,01545,5088544700
ALICE BLOUNT ACADEMY,GEORGIA,VIDALIA,GA ,30474,9125377758
ALICE BROWN EARLY LEARNING CENTER,NEW YORK,GARDEN CITY,NY ,11530,5168773906
ALICE CHRISTIAN SCHOOL,TEXAS,ALICE,TX ,78332,3616686636
ALICE'S FRIENDLY DAYCARE CENTER,NEW JERSEY,NEWARK,NJ ,07105,9738178469
ALICE'S MONTESSORI LEARNING CENTER,CALIFORNIA,WALNUT CREEK,CA ,94597,9259470603
ALIF MUHAMMAD'S NIA SCHOOL,NEW JERSEY,NEWARK,NJ ,07102,9732426610
ALISO VIEJO CHRISTIAN SCHOOL,CALIFORNIA,ALISO VIEJO,CA ,92656,9493890300
ALL ABOUT CHILDREN,ILLINOIS,NAPERVILLE,IL ,60563,6303572050
ALL ABOUT KIDS,WASHINGTON,EVERSON,WA ,98247,3609667085
ALL ABOUT KIDS,GEORGIA,CONYERS,GA ,30094,7707601454
ALL ABOUT KIDS MONTESSORI SCHOOL,ILLINOIS,AURORA,IL ,60504,6308201760
ALL ANGELS ACADEMY,FLORIDA,MIAMI SPRINGS,FL ,33166,3058889483
ALL DAY LEARNING CENTERS,NEW JERSEY,HILLSBOROUGH,NJ ,08844,9083590803
ALL DAY MONTESSORI,ILLINOIS,CHICAGO,IL ,60643,7732398248
ALL GOD'S CHILDREN DAYCARE,TEXAS,HOUSTON,TX ,77045,7134341350
ALL GODS CHILDREN ACADEMY,GEORGIA,DECATUR,GA ,30032,4042848631
ALL HALLOWS ACADEMY,CALIFORNIA,LA JOLLA,CA ,92037,8584596074
ALL HALLOWS HIGH SCHOOL,NEW YORK,BRONX,NY ,10452,7182934545
ALL MY CHILDREN CHILD CARE & LEARNING CENTER,PENNSYLVANIA,PERKASIE,PA ,18944,2152579240
ALL NATIONS ACADEMY,FLORIDA,NORTH MIAMI BEACH,FL ,33162,3056515689
ALL SAINTS ACADEMY,PENNSYLVANIA,SCRANTON,PA ,18504,5703438114
ALL SAINTS ACADEMY,NORTH CAROLINA,RALEIGH,NC ,27616,9192633370
ALL SAINTS ACADEMY,RHODE ISLAND,MIDDLETOWN,RI ,02842,4018484300
ALL SAINTS ACADEMY,ILLINOIS,BREESE,IL ,62230,6185264323
ALL SAINTS ACADEMY,NEW YORK,CORNING,NY ,14830,6079369234
ALL SAINTS ACADEMY,NEW JERSEY,PARSIPPANY,NJ ,07054,9733344704
ALL SAINTS ACADEMY,OHIO,COLUMBUS,OH ,43209,6142313391
ALL SAINTS ACADEMY,FLORIDA,WINTER HAVEN,FL ,33880,8632935980
ALL SAINTS ACADEMY ELEMENTARY,MICHIGAN,GRAND RAPIDS,MI ,49505,6163649453
ALL SAINTS ACADEMY MIDDLE SCHOOL,MICHIGAN,GRAND RAPIDS,MI ,49525,6163637725
ALL SAINTS CARDEN ACADEMY,CALIFORNIA,RIVERSIDE,CA ,92506,9516838475
ALL SAINTS CATHOLIC ACADEMY,MICHIGAN,IRONWOOD,MI ,49938,9069323200
ALL SAINTS CATHOLIC ACADEMY,NEW YORK,ALBANY,NY ,12203,5184380066
ALL SAINTS CATHOLIC ACADEMY,ILLINOIS,NAPERVILLE,IL ,60540,6309616125
ALL SAINTS CATHOLIC ELEMENTARY,PENNSYLVANIA,POTTSVILLE,PA ,17901,5706220106
ALL SAINTS CATHOLIC ELEMENTARY,KANSAS,WICHITA,KS ,67218,3166826021
ALL SAINTS CATHOLIC SCHOOL,IDAHO,LEWISTON,ID ,83501,2087434411
ALL SAINTS CATHOLIC SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90032,3232257264
ALL SAINTS CATHOLIC SCHOOL,MICHIGAN,ALPENA,MI ,49707,9893544911
ALL SAINTS CATHOLIC SCHOOL,MINNESOTA,LAKEVILLE,MN ,55044,9524693332
ALL SAINTS CATHOLIC SCHOOL,MINNESOTA,MADISON LAKE,MN ,56063,5072433819
ALL SAINTS CATHOLIC SCHOOL,CONNECTICUT,NORWALK,CT ,06851,2038473881
ALL SAINTS CATHOLIC SCHOOL,IOWA,DAVENPORT,IA ,52804,5633916368
ALL SAINTS CATHOLIC SCHOOL,INDIANA,LOGANSPORT,IN ,46947,5747533410
ALL SAINTS CATHOLIC SCHOOL,PENNSYLVANIA,CRESSON,PA ,16630,8148867942
ALL SAINTS CATHOLIC SCHOOL,TEXAS,FORT WORTH,TX ,76164,8176242670
ALL SAINTS CATHOLIC SCHOOL,VIRGINIA,RICHMOND,VA ,23222,8043297524
ALL SAINTS CATHOLIC SCHOOL,VIRGINIA,MANASSAS,VA ,20110,7033684400
ALL SAINTS CATHOLIC SCHOOL,WISCONSIN,BERLIN,WI ,54923,9203611781
ALL SAINTS CATHOLIC SCHOOL,WASHINGTON,SPOKANE,WA ,99223,5095341098
ALL SAINTS CATHOLIC SCHOOL,NEBRASKA,OMAHA,NE ,68108,4023465757
ALL SAINTS CATHOLIC SCHOOL,OHIO,ROSSFORD,OH ,43460,4196612070
ALL SAINTS CATHOLIC SCHOOL,FLORIDA,SUNRISE,FL ,33351,9547424842
ALL SAINTS CATHOLIC SCHOOL,MAINE,BANGOR,ME ,04402,2079477063
ALL SAINTS CATHOLIC SCHOOL,TEXAS,DALLAS,TX ,75252,2142173300
ALL SAINTS CATHOLIC SCHOOL,NEBRASKA,HOLDREGE,NE ,68949,3089954590
ALL SAINTS CATHOLIC SCHOOL,WISCONSIN,ANTIGO,WI ,54409,7156234835
ALL SAINTS CATHOLIC SCHOOL,NEW MEXICO,ROSWELL,NM ,88201,5756275744
ALL SAINTS CATHOLIC SCHOOL,ARIZONA,SIERRA VISTA,AZ ,85650,5203787012
ALL SAINTS CATHOLIC SCHOOL,FLORIDA,JUPITER,FL ,33458,5617488994
ALL SAINTS CATHOLIC SCHOOL,OKLAHOMA,NORMAN,OK ,73072,4054474600
ALL SAINTS CATHOLIC SCHOOL,CALIFORNIA,HAYWARD,CA ,94541,5105821910
ALL SAINTS CATHOLIC SCHOOL,OKLAHOMA,BROKEN ARROW,OK ,74012,9182513000
ALL SAINTS CENTRAL HIGH SCHOOL,MICHIGAN,BAY CITY,MI ,48708,9898922533
ALL SAINTS CHURCH SCHOOL,SOUTH CAROLINA,PAWLEYS ISLAND,SC ,29585,8432378524
ALL SAINTS EASTERN ORTHODOX SCHOOL,PENNSYLVANIA,WHITE HAVEN,PA ,18661,5704272127
ALL SAINTS ELE OF TIPPERARY HILL,NEW YORK,SYRACUSE,NY ,13204,3154333140
ALL SAINTS ELEMENTARY SCHOOL,WASHINGTON,PUYALLUP,WA ,98371,2538455025
ALL SAINTS EPISCOPAL DAY SCHOOL,NEW JERSEY,HOBOKEN,NJ ,07030,2017920736
ALL SAINTS EPISCOPAL SCHOOL,TEXAS,FORT WORTH,TX ,76108,8175605700
ALL SAINTS EPISCOPAL SCHOOL,TEXAS,LUBBOCK,TX ,79423,8067457701
ALL SAINTS EPISCOPAL SCHOOL,TEXAS,TYLER,TX ,75701,9035796000
ALL SAINTS EPISCOPAL SCHOOL,TEXAS,BEAUMONT,TX ,77726,4098921755
ALL SAINTS EPISCOPAL SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19114,2156378788
ALL SAINTS LETSY ANN MEMORIAL SCHOOL,VIRGINIA,RICHMOND,VA ,23224,8042323159
ALL SAINTS OF ST JOHN VIANNEY,OHIO,WICKLIFFE,OH ,44092,4409431395
ALL SAINTS REGIONAL CATHOLIC SCHOOL,NEW YORK,GLEN COVE,NY ,11542,5166760762
ALL SAINTS REGIONAL CATHOLIC SCHOOL,NEW JERSEY,MANAHAWKIN,NJ ,08050,6095973800
ALL SAINTS REGIONAL SCHOOL,PENNSYLVANIA,MASONTOWN,PA ,15461,7245832141
ALL SAINTS SCHOOL,WISCONSIN,DENMARK,WI ,54208,9208632449
ALL SAINTS SCHOOL,OREGON,PORTLAND,OR ,97232,5032324772
ALL SAINTS SCHOOL,OHIO,CINCINNATI,OH ,45236,5137924732
ALL SAINTS SCHOOL,IOWA,CEDAR RAPIDS,IA ,52403,3193634110
ALL SAINTS SCHOOL,NEW YORK,NEW YORK,NY ,10037,2125340558
ALL SAINTS SCHOOL,WASHINGTON,FIFE,WA ,98424,2539225360
ALL SAINTS SCHOOL,MICHIGAN,CANTON,MI ,48187,7344592490
ALL SAINTS SCHOOL,MISSOURI,SAINT PETERS,MO ,63376,6363971477
ALL SAINTS' CHURCH PRESCHOOL,NEW JERSEY,GLEN ROCK,NJ ,07452,2014459842
ALL SAINTS' DAY SCHOOL,NEVADA,LAS VEGAS,NV ,89107,7028781205
ALL SAINTS' EPISCOPAL DAY SCHOOL,CALIFORNIA,CARMEL,CA ,93923,8316249171
ALL SAINTS' EPISCOPAL DAY SCHOOL,ARIZONA,PHOENIX,AZ ,85012,6022744866
ALL SAINTS' EPISCOPAL DAY SCHOOL,SOUTH CAROLINA,FLORENCE,SC ,29501,8436628134
ALL SAINTS' EPISCOPAL SCHOOL,TENNESSEE,MORRISTOWN,TN ,37813,4235863280
ALL SEASONS CHILDRENS LEARNING CENTER,CALIFORNIA,ARCADIA,CA ,91007,6262940216
ALL SOULS CATHOLIC SCHOOL,FLORIDA,SANFORD,FL ,32771,4073227090
ALL SOULS ELEMENTARY SCHOOL,CALIFORNIA,SOUTH SAN FRANCISCO,CA ,94080,6505833562
ALL SOULS SCHOOL,COLORADO,ENGLEWOOD,CO ,80113,3037892155
ALL SOULS SCHOOL,NEW YORK,NEW YORK,NY ,10075,2128615232
ALL SOULS SCHOOL,CALIFORNIA,ALHAMBRA,CA ,91801,6262825695
ALL STAR KIDS CHILD CARE CENTER,ILLINOIS,OAK LAWN,IL ,60453,7085998374
ALL THE CHILDREN OF THE WORLD ACADEMY,OHIO,WESTERVILLE,OH ,43082,6148908985
ALLAN COTT SCHOOL,ALABAMA,BIRMINGHAM,AL ,35242,2057933237
ALLEGRO ACADEMY,ILLINOIS,ROCKFORD,IL ,61114,8158771489
ALLEGRO SCHOOL INC,NEW JERSEY,CEDAR KNOLLS,NJ ,07927,9732678060
ALLELUIA COMMUNITY SCHOOL,GEORGIA,AUGUSTA,GA ,30906,7067939663
ALLEMAN HIGH SCHOOL,ILLINOIS,ROCK ISLAND,IL ,61201,3097867793
ALLEN ACADEMY,TEXAS,BRYAN,TX ,77802,9797760731
ALLEN CHRISTIAN SCHOOL,NEW YORK,JAMAICA,NY ,11434,7186571676
ALLEN MENNONITE SCHOOL,PENNSYLVANIA,CARLISLE,PA ,17015,7172416700
ALLEN MONTESSORI ACADEMY,TEXAS,ALLEN,TX ,75002,9727278833
ALLENDALE CHRISTIAN SCHOOL,MICHIGAN,ALLENDALE,MI ,49401,6168955108
ALLENDALE COLUMBIA SCHOOL,NEW YORK,ROCHESTER,NY ,14618,5853814560
ALLENDALE SCHOOL,ILLINOIS,LAKE VILLA,IL ,60046,8473563334
ALLENDALE-STEPPING STONE WEST,ILLINOIS,WOODSTOCK,IL ,60098,8152065725
ALLIANCE CHRISTIAN SCHOOLS,VIRGINIA,PORTSMOUTH,VA ,23701,7574885552
ALLISON ACADEMY,FLORIDA,NORTH MIAMI BEACH,FL ,33162,3059403922
ALLISON PARK CHRISTIAN DAYCARE CENTER,OREGON,EUGENE,OR ,97402,5416890265
ALMA HEIGHTS CHRISTIAN ACADEMY,CALIFORNIA,PACIFICA,CA ,94044,6503590555
ALMADEN COUNTRY SCHOOL,CALIFORNIA,SAN JOSE,CA ,95120,4089970424
ALMANSOR CENTER,CALIFORNIA,SOUTH PASADENA,CA ,91030,3232573006
ALMARIE CHRISTIAN ACADEMY,FLORIDA,FORT LAUDERDALE,FL ,33311,9547307855
ALMONDALE ACADEMY,CALIFORNIA,ORANGEVALE,CA ,95662,9169888611
ALMOST HOME,CALIFORNIA,RIPON,CA ,95366,2095997034
ALPENA SDA ELEMENTARY SCHOOL,MICHIGAN,ALPENA,MI ,49707,9893562932
ALPHA & OMEGA ACADEMY,CALIFORNIA,FALLBROOK,CA ,92028,7607281717
ALPHA & OMEGA ACADEMY,MISSISSIPPI,MORTON,MS ,39117,6017327445
ALPHA & OMEGA CHRISTIAN ACADEMY,INDIANA,CLOVERDALE,IN ,46120,7656535426
ALPHA & OMEGA CHRISTIAN SCHOOL,NEW JERSEY,NEWARK,NJ ,07105,9734655333
ALPHA & OMEGA SCHOOL,NEW YORK,BEACON,NY ,12508,8458383333
ALPHA ACADEMY,FLORIDA,MERRITT ISLAND,FL ,32953,3214537077
ALPHA BEACON CHRISTIAN SCHOOL,CALIFORNIA,SAN MATEO,CA ,94403,6502124222
ALPHA BETA CAPPA CHRISTIAN ACADEMY,VIRGINIA,NORFOLK,VA ,23513,7578575215
ALPHA CHRISTIAN ACADEMY,FLORIDA,WINTER PARK,FL ,32792,4076474222
ALPHA CHRISTIAN SCHOOL,MISSISSIPPI,HATTIESBURG,MS ,39401,6015833144
